1,221,221
2,311,93
3,385,78
4,588,250
5,821,238
6,1049,240
7,1577,566
8,1835,342
9,2263,466
10,2706,587
11,3296,769
12,3916,778
13,5061,1247
14,6387,1492
15,7985,1797
16,8514,977
17,10590,2313
18,12839,2651
19,14955,2547
20,17750,3497
21,20603,3590
22,23073,3233
23,26062,3526
24,28710,4207
25,33190,5322
26,37860,5986
27,42681,6557
28,46638,5560
29,50418,4789
30,54030,5249
31,57521,5210
32,62013,6153
33,66414,5959
34,70065,5974
35,73880,5217
36,75528,4050
37,77635,4053
38,80572,4782
39,83049,4668
40,85388,4585
41,88274,4805
42,91246,4316
43,93187,3599
44,94067,3039
45,95262,3836
46,96877,4204
47,98273,3951
48,100269,4694
49,102253,4092
50,103616,3153
51,104291,2972
52,105418,2667
53,106607,3786
54,106962,3493
55,107771,3491
56,108257,3047
57,108237,2256
58,107709,2729
59,107699,3370
60,106848,2646
61,106527,3021
62,105847,2357
63,106103,2324
64,105813,1739
65,105205,2091
66,104657,2086
67,101551,1872
68,100943,1965
69,100704,1900
70,100179,1389
71,99980,1221
72,98467,1075
73,91528,1444
74,89624,1401
75,87961,1327
76,84842,1083
77,83324,802
78,82488,744
79,81266,1402
80,78457,888
81,76440,992
82,72070,789
83,70187,875
84,68351,675
85,66553,451
86,65129,813
87,62752,665
88,60960,642
89,59322,652
90,57752,669
91,56594,531
92,55300,300
93,52942,397
94,50966,584
95,47986,593
96,46175,516
97,43691,416
98,42097,355
99,41367,178
100,39893,318
101,39297,321
102,38429,177
103,36976,518
104,35877,270
105,35262,197
106,34730,280
107,32872,283
108,31710,202
109,30637,379
110,28997,163
111,27485,346
112,26274,338
113,25909,303
114,24569,210
115,23925,329
116,23101,333
117,21543,251
118,21212,262
119,20972,224
120,20637,218
121,19573,122
122,18655,190
123,18303,296
124,17638,259
125,16836,175
126,16681,174
127,16496,126
128,15563,142
129,15255,187
130,15060,201
131,14884,223
132,14621,235
133,14642,192
134,14709,208
135,14242,138
136,13595,193
137,13459,229
138,13428,276
139,13303,188
140,13179,234
141,13157,169
142,12919,114
143,12493,163
144,12473,230
145,12456,233
146,12368,249
147,12440,219
148,12404,190
149,12248,129
150,12322,282
151,12404,306
152,12301,252
153,12442,275
154,12565,255
155,12581,170
156,12609,212
157,12616,289
158,12230,386
159,12422,379
160,12457,295
161,12456,239
162,12474,159
163,12482,190
164,12646,384
165,12694,402
166,12924,552
167,12953,347
168,13263,463
169,13368,259
170,13561,412
171,13791,481
172,14081,523
173,14249,574
174,14406,629
175,14733,479
176,14867,320
177,15089,403
178,15360,642
179,16014,845
180,16678,947
181,17503,1071
182,18438,1210
183,19195,953
184,19714,878
185,20753,1367
186,21932,1411
187,23035,1462
188,24156,1444
189,25205,1365
190,26078,996
191,26754,978
192,27817,1326
193,28915,1397
194,30099,1733
195,31194,1694
196,32078,1297
197,32993,1108
198,33789,1370
199,34734,1434
200,35708,1597
201,36767,1616
202,37503,1501
203,38509,1458
204,39187,1008
205,39712,1229
206,40532,1452
207,41413,1585
208,42457,1907
209,43161,1638
210,44098,1587
211,45079,1350
212,45489,1392
213,46114,1640
214,46780,1786
215,47718,1912
216,48593,1869
217,49618,1766
218,50323,1494
219,50630,1648
220,51263,1851
221,52647,2548
222,53997,2499
223,55566,2844
224,57429,2578
225,58903,2257
226,60134,2677
227,62576,3678
228,65952,4458
229,70110,5372
230,74829,5724
231,79075,5456
232,82764,4619
233,87193,5901
234,92445,7332
235,99266,8804
236,107312,10010
237,116935,10925
238,126237,11705
239,134003,9338
240,142739,10874
241,155442,15199
242,169302,16079
243,186002,19143
244,203182,19644
245,222241,21273
246,236684,17012
247,255090,21994
248,276457,24991
249,299191,26831
250,325786,31084
251,351386,31758
252,378129,29907
253,396512,22253
254,418142,28244
255,443235,30550
256,472348,34505
257,499118,37809
258,532536,39811
259,558636,32616
260,573334,25271
261,590110,35098
262,613358,32961
263,635054,37978
264,663926,40902
265,688435,37255
266,712490,33979
267,717784,27354
268,733810,32191
269,743168,34282
270,761671,36176
271,777176,37242
272,791746,34767
273,805947,28337
274,796849,22930
275,798386,23232
276,791697,25853
277,795845,29003
278,787893,28352
279,789308,26323
280,795771,20648
281,788471,16377
282,779945,19350
283,761230,20709
284,759982,23225
285,757702,24099
286,754169,21052
287,755306,18887
288,748819,13720
289,737525,14842
290,710515,12756
291,696527,16999
292,690323,18727
293,684848,19903
294,686031,17938
295,675109,12030
296,663313,14844
297,645706,17572
298,635343,18236
299,627798,17992
300,620166,16308
301,622760,15104
302,613582,10872
303,605955,13318
304,598816,14522
305,593632,18040
306,579886,19037
307,580943,10431
308,581760,8913
309,575221,8585
310,568728,11224
311,564395,16202
312,569896,23477
313,574767,22211
314,577062,11831
315,576214,14245
316,570458,10800
317,569161,15378
318,568712,20331
319,571055,18020
320,570389,17533
321,572842,19978
322,579932,18627
323,575979,12532
324,570040,14242
325,564774,15774
326,561380,17246
327,558068,16146
328,557717,16310
329,553374,12545
330,547059,8825
331,535524,10497
332,523553,13571
333,516568,14078
334,502053,13633
335,498834,13331
336,499278,11629
337,491630,8562
338,482417,10593
339,477969,15204
340,474617,14372
341,467824,13574
342,463352,12715
343,453968,11252
344,447589,7925
345,437765,9660
346,434722,13189
347,430277,13659
348,429118,14218
349,427034,13442
350,427024,11641
351,419604,7970
352,413967,10630
353,410111,12956
354,405019,15146
355,402174,13908
356,401413,13532
357,402783,11068
358,398098,7351
