359,393686,10386
360,388864,12074
361,384501,13762
362,382448,15479
363,384623,14931
364,388895,13452
365,387903,9630
366,387948,13314
367,389433,16424
368,396143,19886
369,404664,20499
370,411966,18916
371,422367,17455
372,424333,13114
373,430996,17083
374,437421,20884
375,446439,22865
376,456470,24036
377,465812,23641
378,472862,20765
379,472533,13902
380,478883,19749
381,487074,22409
382,497350,25673
383,509317,26824
384,520061,26062
385,531266,21315
386,530357,15267
387,536115,20396
388,539008,23059
389,547510,24935
390,556539,25735
391,565453,23832
392,571672,20159
393,563067,13846
394,560654,18765
395,561308,21267
396,562958,23798
397,566711,23987
398,571815,23776
399,573172,19611
400,565930,12916
401,562765,16013
402,561053,22516
403,563479,23649
404,565295,21932
405,564855,21261
406,569035,18025
407,570096,10680
408,555705,7767
409,547837,13708
410,544330,17221
411,536361,18938
412,533085,17567
413,533005,15746
414,524417,9789
415,519220,13447
416,514660,16168
417,510023,16974
418,506738,15943
419,505308,15370
420,504611,12694
421,493489,8864
422,482715,12074
423,475635,13844
424,472196,16050
425,465543,14761
426,461448,13817
427,461212,13158
428,452812,8444
429,448149,10404
430,442771,13385
431,438709,14320
432,436270,13446
433,430542,12965
434,430906,9148
435,423558,5948
436,413889,9116
437,407129,10585
438,402802,11807
439,397564,10554
440,390120,10176
441,383854,8292
442,373670,5080
443,363859,6946
444,352422,7852
445,346008,8085
446,339606,7567
447,332830,6659
448,328882,5753
449,322891,3455
450,315308,4452
451,306730,5506
452,299486,5741
453,291788,5218
454,283744,4717
455,281092,3995
456,276439,2490
457,268145,3224
458,260029,3937
459,253193,4147
460,246270,3738
461,241966,3351
462,238296,2949
