0 999 1 0
1 999 1 0
2 999 1 0
3 997 3 0
4 997 3 0
5 996 4 0
6 992 8 0
7 991 9 0
8 985 15 0
9 985 15 0
10 985 15 0
11 985 15 0
12 978 21 1
13 974 25 1
14 968 29 3
15 954 43 3
16 937 60 3
17 922 71 7
18 897 95 8
19 885 100 15
20 860 127 13
21 830 157 13
22 821 164 15
23 797 181 22
24 760 214 26
25 737 237 26
26 726 227 47
27 726 210 64
28 691 244 65
29 674 232 94
30 658 234 108
31 646 231 123
32 644 185 171
33 623 216 161
34 609 206 185
35 598 180 222
36 585 175 240
37 577 169 254
38 569 176 255
39 556 150 294
40 550 134 316
41 541 136 323
42 530 131 339
43 528 116 356
44 510 129 361
45 504 124 372
46 497 115 388
47 490 114 396
48 484 104 412
49 480 96 424
50 479 77 444
51 469 93 438
52 460 96 444
53 452 86 462
54 443 101 456
55 441 70 489
56 441 63 496
57 425 80 495
58 424 66 510
59 424 60 516
60 424 56 520
61 402 88 510
62 395 85 520
63 384 87 529
64 376 93 531
65 368 89 543
66 364 74 562
67 359 94 547
68 349 75 576
69 349 74 577
70 349 89 562
71 338 106 556
72 332 70 598
73 328 82 590
74 322 66 612
75 318 77 605
76 305 85 610
77 303 64 633
78 303 58 639
79 298 62 640
80 294 64 642
81 289 66 645
82 285 65 650
83 283 58 659
84 282 52 666
85 281 52 667
86 281 37 682
87 281 24 695
88 279 32 689
89 277 30 693
90 275 25 700
91 274 26 700
92 272 21 707
93 272 14 714
94 272 14 714
95 269 15 716
96 267 17 716
97 265 16 719
98 263 23 714
99 262 18 720
100 261 16 723
101 261 20 719
102 261 15 724
103 261 11 728
104 261 12 727
105 261 14 725
106 261 10 729
107 261 6 733
108 261 4 735
109 261 3 736
110 261 1 738
