1 4
2 4
3 4
4 4
5 4
6 4
7 4
8 4
9 5
10 5
11 5
12 6
13 7
14 6
15 9
16 15
17 14
18 21
19 29
20 32
21 30
22 35
23 34
24 27
25 36
26 34
27 33
28 39
29 49
30 61
31 71
32 79
33 73
34 82
35 97
36 104
37 109
38 114
39 143
40 147
