1 999 1 0
2 999 1 0
3 998 2 0
4 998 2 0
5 997 3 0
6 997 3 0
7 997 3 0
8 996 4 0
9 992 8 0
10 989 11 0
11 986 14 0
12 981 19 0
13 980 18 2
14 975 22 3
15 967 27 6
16 962 30 8
17 949 41 10
18 936 46 18
19 929 48 23
20 914 57 29
21 900 68 32
22 889 74 37
23 876 78 46
24 858 85 57
25 839 90 71
26 814 103 83
27 800 109 91
28 777 120 103
29 746 139 115
30 715 138 147
31 694 144 162
32 665 163 172
33 634 174 192
34 612 181 207
35 595 192 213
36 570 201 229
37 539 220 241
38 515 233 252
39 487 235 278
40 455 251 294
41 415 270 315
42 387 279 334
43 362 283 355
44 347 297 356
45 327 293 380
46 308 294 398
47 279 304 417
48 262 307 431
49 240 304 456
50 227 285 488
51 211 288 501
52 194 288 518
53 184 267 549
54 172 257 571
55 158 241 601
56 154 227 619
57 147 211 642
58 144 195 661
59 137 182 681
60 127 164 709
61 122 153 725
62 117 151 732
63 112 139 749
64 107 124 769
65 102 113 785
66 101 98 801
67 99 91 810
68 95 80 825
69 93 74 833
70 91 74 835
71 89 72 839
72 89 69 842
73 88 58 854
74 88 54 858
75 86 43 871
76 85 37 878
77 85 39 876
78 84 36 880
79 84 33 883
80 84 31 885
81 82 35 883
82 82 33 885
83 82 26 892
84 82 23 895
85 82 25 893
86 82 21 897
87 80 22 898
88 80 17 903
89 80 15 905
90 80 15 905
91 79 13 908
92 79 13 908
93 79 12 909
94 79 8 913
95 79 8 913
96 79 6 915
97 79 6 915
98 79 5 916
99 79 6 915
100 79 6 915
